ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2
recouverts	R°kuvER	recouvert	ADJ	ADJ,VER	m	p		R_°|k_u|v_E_R_#	r_e|c_ou|v_e_r_ts	0,61	0,15
recraches	R°kRaS	recracher	VER	VER			ind:pre:2s;	R_°|k_R_a_S_#	r_e|c_r_a_ch_es	0	0,15
redeviendrait	R°d°vj5dRE	redevenir	VER	VER			cnd:pre:3s;	R_°|d_°|v_j_5|d_R_E	r_e|d_e|v_i_en|d_r_ait	0,61	0,15
rediriger	R°diRiZe	rediriger	VER	VER			inf;	R_°|d_i|R_i|Z_e	r_e|d_i|r_i|g_er	0	0,15
redoutes	R°dut	redouter	VER	NOM,VER			ind:pre:2s;	R_°|d_u_t_#	r_e|d_ou_t_es	0,07	0,15
redressée	R°dRese	redresser	VER	VER	f	s	par:pas;	R_°|d_R_e|s_e_#	r_e|d_r_e|ss_é_e	2,77	0,15
refermeront	R°fERm°R§	refermer	VER	VER			ind:fut:3p;	R_°|f_E_R|m_°|R_§	r_e|f_e_r|m_e|r_ont	0	0,15
refilant	R°fil@	refiler	VER	VER			par:pre;	R_°|f_i|l_@	r_e|f_i|l_ant	0,47	0,15
refoulement	R°ful°m@	refoulement	NOM	NOM	m	s		R_°|f_u|l_°|m_@	r_e|f_ou|l_e|m_ent	0,88	0,15
refuseras	R°fyz°Ra	refuser	VER	VER			ind:fut:2s;	R_°|f_y|z_°|R_a	r_e|f_u|s_e|r_as	0,27	0,15
refusés	R°fyze	refusé	ADJ	VER,ADJ,NOM	m	p		R_°|f_y|z_e_#	r_e|f_u|s_é_s	0,47	0,15
regagnerai	R°gaN°RE	regagner	VER	VER			ind:fut:1s;	R_°|g_a|N_°|R_E	r_e|g_a|gn_e|r_ai	0	0,15
regretta	R°gREta	regretter	VER	VER			ind:pas:3s;	R_°|g_R_E|t_a	r_e|g_r_e|tt_a	4,53	0,15
regrettée	R°gRete	regretter	VER	VER	f	s	par:pas;	R_°|g_R_e|t_e_#	r_e|g_r_e|tt_é_e	0,54	0,15
rejoignaient	R°ZwaNE	rejoindre	VER	VER			ind:imp:3p;	R_°|Z_wa|N_E	r_e|j_oi|gn_aient	4,8	0,15
rejoigniez	R°ZwaNe	rejoindre	VER	VER			ind:imp:2p;sub:pre:2p;	R_°|Z_wa|N_#_e	r_e|j_oi|gn_i_ez	0,07	0,15
rejoignirent	R°ZwaNiR	rejoindre	VER	VER			ind:pas:3p;	R_°|Z_wa|N_i_R_#	r_e|j_oi|gn_i_r_ent	2,84	0,15
relogé	R°loZe	reloger	VER	VER	m	s	par:pas;	R_°|l_o|Z_e	r_e|l_o|g_é	0	0,15
relèves	R°lEv	relever	VER	VER,NOM			ind:pre:2s;sub:pre:2s;	R_°|l_E_v_#	r_e|l_è_v_es	0,2	0,15
remboursons	R@buRs§	rembourser	VER	VER			imp:pre:1p;ind:pre:1p;	R_@|b_u_R|s_§	r_em|b_ou_r|s_ons	0,07	0,15
remix	R2miks	remix	NOM	NOM	m			R_2|m_i_ks	r_e|m_i_x	0	0,15
remontées	R°m§te	remonter	VER	VER,NOM	f	p	par:pas;	R_°|m_§|t_e_#	r_e|m_on|t_é_es	0,88	0,15
remorques	R°mORk	remorque	NOM	NOM,VER	f	p		R_°|m_O_R_k_#	r_e|m_o_r_qu_es	0,41	0,15
renforcerez	R@fORs°Re	renforcer	VER	VER			ind:fut:2p;	R_@|f_O_R|s_°|R_e	r_en|f_o_r|c_e|r_ez	0	0,15
renfrogné	R@fRoNe	renfrogné	ADJ	VER,ADJ	m	s		R_@|f_R_o|N_e	r_en|f_r_o|gn_é	1,35	0,15
reniflée	R°nifle	renifler	VER	VER	f	s	par:pas;	R_°|n_i|f_l_e_#	r_e|n_i|f_l_é_e	0,41	0,15
renommés	R°nome	renommé	ADJ	VER,ADJ	m	p		R_°|n_o|m_e_#	r_e|n_o|mm_é_s	0,27	0,15
renouvelée	R°nuv°le	renouveler	VER	VER	f	s	par:pas;	R_°|n_u|v_°|l_e_#	r_e|n_ou|v_e|l_é_e	2,36	0,15
renversera	R@vERs°Ra	renverser	VER	VER			ind:fut:3s;	R_@|v_E_R|s_°|R_a	r_en|v_e_r|s_e|r_a	0	0,15
renégate	R°negat	renégat	NOM	NOM	f	s		R_°|n_e|g_a_t_#	r_e|n_é|g_a_t_e	0,14	0,15
repends	R°p@	rependre	VER	VER			imp:pre:2s;ind:pre:1s;	R_°|p_@_#	r_e|p_en_ds	0	0,15
repentance	R°p@t@s	repentance	NOM	NOM	f	s		R_°|p_@|t_@_s_#	r_e|p_en|t_an_c_e	0,2	0,15
repenti	R°p@ti	repenti	NOM	ADJ,NOM,VER	m	s		R_°|p_@|t_i	r_e|p_en|t_i	0,14	0,15
reperdu	R°pERdy	reperdre	VER	VER	m	s	par:pas;	R_°|p_E_R|d_y	r_e|p_e_r|d_u	0,2	0,15
repincer	R°p5se	repincer	VER	VER			inf;	R_°|p_5|s_e	r_e|p_in|c_er	0,07	0,15
repoussons	R°pus§	repousser	VER	VER			imp:pre:1p;ind:pre:1p;	R_°|p_u|s_§	r_e|p_ou|ss_ons	0,07	0,15
reproduites	R°pRod8it	reproduire	VER	VER	f	p	par:pas;	R_°|p_R_o|d_8_i_t_#	r_e|p_r_o|d_u_i_t_es	0,61	0,15
reproduits	R°pRod8i	reproduire	VER	VER	m	p	par:pas;	R_°|p_R_o|d_8_i_#	r_e|p_r_o|d_u_i_ts	0,61	0,15
reprogrammé	R°pRogRame	reprogrammer	VER	VER	m	s	par:pas;	R_°|p_R_o|g_R_a|m_e	r_e|p_r_o|g_r_a|mm_é	0	0,15
repères	R°pER	repérer	VER	NOM,VER			ind:pre:2s;	R_°|p_E_R_#	r_e|p_è_r_es	0,07	0,15
repêchage	R°pESaZ	repêchage	NOM	NOM	m	s		R_°|p_E|S_a_Z	r_e|p_ê|ch_a_ge	0,2	0,15
resquille	REskij	resquille	NOM	NOM,VER	f	s		R_E_s|k_i_j_#	r_e_s|qu_i_ll_e	0,61	0,15
retardée	R°taRde	retardé	ADJ	VER,ADJ,NOM	f	s		R_°|t_a_R|d_e_#	r_e|t_a_r|d_é_e	0,34	0,15
retendu	R°t@dy	retendre	VER	VER	m	s	par:pas;	R_°|t_@|d_y	r_e|t_en|d_u	0,07	0,15
retentira	R°t@tiRa	retentir	VER	VER			ind:fut:3s;	R_°|t_@|t_i|R_a	r_e|t_en|t_i|r_a	0,2	0,15
retirerais	R°tiR°RE	retirer	VER	VER			cnd:pre:1s;cnd:pre:2s;	R_°|t_i|R_°|R_E	r_e|t_i|r_e|r_ais	0,07	0,15
retirions	R°tiRj§	retirer	VER	VER			ind:imp:1p;	R_°|t_i|R_j_§	r_e|t_i|r_i_ons	0,27	0,15
retombaient	R°t§bE	retomber	VER	VER			ind:imp:3p;	R_°|t_§|b_E	r_e|t_om|b_aient	3,45	0,15
retombait	R°t§bE	retomber	VER	VER			ind:imp:3s;	R_°|t_§|b_E	r_e|t_om|b_ait	6,35	0,15
retournaient	R°tuRnE	retourner	VER	VER			ind:imp:3p;	R_°|t_u_R|n_E	r_e|t_ou_r|n_aient	4,8	0,15
retéléphoner	R2telefOne	retéléphoner	VER	VER			inf;	R_2|t_e|l_e|f_O|n_e	r_e|t_é|l_é|ph_o|n_er	0	0,15
revitaliser	R°vitalize	revitaliser	VER	VER			inf;	R_°|v_i|t_a|l_i|z_e	r_e|v_i|t_a|l_i|s_er	0	0,15
revoies	R°vwa	revoir	VER	VER			sub:pre:2s;	R_°|v_wa_#	r_e|v_oi_es	0	0,15
reçues	R°sy	reçu	ADJ	VER,ADJ	f	p		R_°|s_y_#	r_e|ç_u_es	2,16	0,15
riant	Rj@	riant	ADJ	ADJ,VER	m	s		R_j_@	r_i_ant	1,35	0,15
ridules	Ridyl	ridule	NOM	NOM	f	p		R_i|d_y_l_#	r_i|d_u_l_es	0,07	0,15
rigueurs	Rig9R	rigueur	NOM	NOM	f	p		R_i|g_9_R_#	r_i|gu_eu_r_s	2,57	0,15
rimer	Rime	rimer	VER	VER			inf;	R_i|m_e	r_i|m_er	0,27	0,15
ritualistes	Rit8alist	ritualiste	ADJ	ADJ,NOM	m	p		R_i|t_8_a|l_i_s_t_#	r_i|t_u_a|l_i_s_t_es	0	0,15
romprai	R§pRE	rompre	VER	VER			ind:fut:1s;	R_§|p_R_E	r_om|p_r_ai	0	0,15
rompues	R§py	rompre	VER	VER,ADJ	f	p	par:pas;	R_§|p_y_#	r_om|p_u_es	0,61	0,15
rouet	RwE	rouet	NOM	NOM	m	s		R_w_E	r_ou_et	0,54	0,15
rougeoyant	RuZwaj@	rougeoyant	ADJ	ADJ,VER	m	s		R_u|Z_wa_j|@	r_ou|ge_o_y|ant	0,54	0,15
rougeâtre	RuZatR	rougeâtre	ADJ	ADJ		s		R_u|Z_a_t_R_#	r_ou|ge_â_t_r_e	3,85	0,15
rougissante	RuZis@t	rougissant	ADJ	ADJ	f	s		R_u|Z_i|s_@_t_#	r_ou|g_i|ss_an_t_e	1,28	0,15
roupette	RupEt	roupette	NOM	NOM	f	s		R_u|p_E_t_#	r_ou|p_e_tt_e	0	0,15
ruinées	R8ine	ruiner	VER	VER,ADJ	f	p	par:pas;	R_8_i|n_e_#	r_u_i|n_é_es	0,14	0,15
rutilant	Rytil@	rutilant	ADJ	ADJ,VER	m	s		R_y|t_i|l_@	r_u|t_i|l_ant	0,95	0,15
râlait	RalE	râler	VER	VER			ind:imp:3s;	R_a|l_E	r_â|l_ait	2,36	0,15
râlé	Rale	râler	VER	VER	m	s	par:pas;	R_a|l_e	r_â|l_é	0,54	0,15
réagirons	ReaZiR§	réagir	VER	VER			ind:fut:1p;	R_e|a|Z_i|R_§	r_é|a|g_i|r_ons	0	0,15
réagiront	ReaZiR§	réagir	VER	VER			ind:fut:3p;	R_e|a|Z_i|R_§	r_é|a|g_i|r_ont	0	0,15
réajustement	ReaZyst°m@	réajustement	NOM	NOM	m	s		R_e|a|Z_y_s|t_°|m_@	r_é|a|j_u_s|t_e|m_ent	0	0,15
réarranger	ReaR@Ze	réarranger	VER	VER			ind:pre:2p;inf;	R_e|a|R_@|Z_e	r_é|a|rr_an|g_er	0,14	0,15
réchauffés	ReSofe	réchauffé	ADJ	VER,ADJ	m	p		R_e|S_o|f_e_#	r_é|ch_au|ff_é_s	0,14	0,15
réconciliera	Rek§siliRa	réconcilier	VER	VER			ind:fut:3s;	R_e|k_§|s_i|l_i_#|R_a	r_é|c_on|c_i|l_i_e|r_a	0	0,15
récupérateurs	RekypeRat9R	récupérateur	NOM	ADJ,NOM	m	p		R_e|k_y|p_e|R_a|t_9_R_#	r_é|c_u|p_é|r_a|t_eu_r_s	0	0,15
réenvisager	Re@vizaZe	réenvisager	VER	VER			inf;	R_e|@|v_i|z_a|Z_e	r_é|en|v_i|s_a|g_er	0	0,15
réfractaire	RefRaktER	réfractaire	ADJ	ADJ,NOM		s		R_e|f_R_a_k|t_E_R_#	r_é|f_r_a_c|t_ai_r_e	1,28	0,15
réglementairement	Regl°m@tER°m@	réglementairement	ADV	ADV				R_e|g_l_°|m_@|t_E|R_°|m_@	r_é|g_l_e|m_en|t_ai|r_e|m_ent	0,61	0,15
réincarnée	Re5kaRne	réincarner	VER	VER	f	s	par:pas;	R_e|5|k_a_R|n_e_#	r_é|in|c_a_r|n_é_e	0,14	0,15
réitéré	ReiteRe	réitérer	VER	VER	m	s	par:pas;	R_e|i|t_e|R_e	r_é|i|t_é|r_é	0,27	0,15
répandaient	Rep@dE	répandre	VER	VER			ind:imp:3p;	R_e|p_@|d_E	r_é|p_an|d_aient	3,38	0,15
répandirent	Rep@diR	répandre	VER	VER			ind:pas:3p;	R_e|p_@|d_i_R_#	r_é|p_an|d_i_r_ent	0,68	0,15
répandrons	Rep@dR§	répandre	VER	VER			ind:fut:1p;	R_e|p_@|d_R_§	r_é|p_an|d_r_ons	0	0,15
réprimande	RepRim@d	réprimander	VER	NOM,VER			ind:pre:1s;ind:pre:3s;	R_e|p_R_i|m_@_d_#	r_é|p_r_i|m_an_d_e	0,34	0,15
répéta	Repeta	répéter	VER	VER			ind:pas:3s;	R_e|p_e|t_a	r_é|p_é|t_a	41,62	0,15
résidant	Rezid@	résider	VER	ADJ,NOM,VER			par:pre;	R_e|z_i|d_@	r_é|s_i|d_ant	0,95	0,15
résignés	ReziNe	résigner	VER	VER,ADJ,NOM	m	p	par:pas;	R_e|z_i|N_e_#	r_é|s_i|gn_é_s	0,74	0,15
résultait	RezyltE	résulter	VER	VER			ind:imp:3s;	R_e|z_y_l|t_E	r_é|s_u_l|t_ait	1,62	0,15
rétabliras	RetabliRa	rétablir	VER	VER			ind:fut:2s;	R_e|t_a|b_l_i|R_a	r_é|t_a|b_l_i|r_as	0	0,15
rétribuée	RetRib8e	rétribuer	VER	VER,ADJ	f	s	par:pas;	R_e|t_R_i|b_8_e_#	r_é|t_r_i|b_u_é_e	0,14	0,15
rétrospective	RetRospEktiv	rétrospectif	ADJ	ADJ,NOM	f	s		R_e|t_R_o_s|p_E_k|t_i_v_#	r_é|t_r_o_s|p_e_c|t_i_v_e	1,62	0,15
réuniront	ReyniR§	réunir	VER	VER			ind:fut:3p;	R_e|y|n_i|R_§	r_é|u|n_i|r_ont	0,07	0,15
réutilisation	Reytilizaj§	réutilisation	NOM	NOM	f	s		R_e|y|t_i|l_i|z_a_#|j_§	r_é|u|t_i|l_i|s_a_t|i_on	0	0,15
révolteront	RevOlt°R§	révolter	VER	VER			ind:fut:3p;	R_e|v_O_l|t_°|R_§	r_é|v_o_l|t_e|r_ont	0	0,15
rôties	Roti	rôti	ADJ	ADJ,NOM,VER	f	p		R_o|t_i_#	r_ô|t_i_es	0,34	0,15
saccagent	sakaZ	saccager	VER	VER			ind:pre:3p;	s_a|k_a_Z_#	s_a|cc_a_g_ent	0,07	0,15
safran	safR@	safran	ADJ	ADJ,NOM				s_a|f_R_@	s_a|f_r_an	0,74	0,15
sanctionner	s@ksjone	sanctionner	VER	VER			inf;	s_@_k|s_j_o|n_e	s_an_c|t_i_o|nn_er	0,74	0,15
sanctionnée	s@ksjone	sanctionner	VER	VER	f	s	par:pas;	s_@_k|s_j_o|n_e_#	s_an_c|t_i_o|nn_é_e	0,68	0,15
sanctionnées	s@ksjone	sanctionner	VER	VER	f	p	par:pas;	s_@_k|s_j_o|n_e_#	s_an_c|t_i_o|nn_é_es	0,2	0,15
sanguinolents	s@ginol@	sanguinolent	ADJ	ADJ	m	p		s_@|g_i|n_o|l_@_#	s_an|gu_i|n_o|l_en_ts	0,47	0,15
santal	s@tal	santal	NOM	NOM	m	s		s_@|t_a_l	s_an|t_a_l	0,81	0,15
satisferai	satisf°RE	satisfaire	VER	VER			ind:fut:1s;	s_a|t_i_s|f_°|R_E	s_a|t_i_s|f_e|r_ai	0	0,15
sautaient	sotE	sauter	VER	VER			ind:imp:3p;	s_o|t_E	s_au|t_aient	4,12	0,15
savourera	savuR°Ra	savourer	VER	VER			ind:fut:3s;	s_a|v_u|R_°|R_a	s_a|v_ou|r_e|r_a	0,07	0,15
savoureuse	savuR2z	savoureux	ADJ	ADJ	f	s		s_a|v_u|R_2_z_#	s_a|v_ou|r_eu_s_e	1,82	0,15
scientiste	sj@tist	scientiste	ADJ	ADJ,NOM		s		s_j_@|t_i_s_t_#	sc_i_en|t_i_s_t_e	0,14	0,15
scies	si	scie	NOM	NOM,VER	f	p		s_i_#	sc_i_es	1,96	0,15
scotchs	skOtS	scotch	NOM	NOM	m	p		s_k_O_t_S_#	s_c_o_t_ch_s	0,07	0,15
sculptée	skylte	sculpté	ADJ	VER,ADJ	f	s		s_k_y_l_#|t_e_#	s_c_u_l_p|t_é_e	1,28	0,15
serpentines	sERp@tin	serpentin	ADJ	ADJ	f	p		s_E_R|p_@|t_i_n_#	s_e_r|p_en|t_i_n_es	0,14	0,15
sexagénaire	seksaZenER	sexagénaire	NOM	ADJ,NOM		s		s_e|ks_a|Z_e|n_E_R_#	s_e|x_a|g_é|n_ai_r_e	0,61	0,15
shakespearien	SEkspiRj5	shakespearien	ADJ	ADJ,NOM	m	s		S_E_k_#|s_p_i|R_j_5	sh_a_k_e|s_p_ea|r_i_en	0,27	0,15
simiesque	simjEsk	simiesque	ADJ	ADJ		s		s_i|m_j_E_s_k_#	s_i|m_i_e_s_qu_e	0,88	0,15
similarité	similaRite	similarité	NOM	NOM	f	s		s_i|m_i|l_a|R_i|t_e	s_i|m_i|l_a|r_i|t_é	0	0,15
simplets	s5plE	simplet	NOM	ADJ,NOM	m	p		s_5|p_l_E_#	s_im|p_l_e_ts	0,14	0,15
simplification	s5plifikasj§	simplification	NOM	NOM	f	s		s_5|p_l_i|f_i|k_a|s_j_§	s_im|p_l_i|f_i|c_a|t_i_on	0,54	0,15
simplifié	s5plifje	simplifier	VER	VER	m	s	par:pas;	s_5|p_l_i|f_j_e	s_im|p_l_i|f_i_é	1,35	0,15
simulez	simyle	simuler	VER	VER			imp:pre:2p;ind:pre:2p;	s_i|m_y|l_e	s_i|m_u|l_ez	0	0,15
singer	s5Ze	singer	VER	VER			inf;	s_5|Z_e	s_in|g_er	1,28	0,15
smasher	smaSe	smasher	VER	VER			inf;	s_m_a|S_e	s_m_a|sh_er	0	0,15
snacks	snak	snack	NOM	NOM	m	p		s_n_a_k_#	s_n_a_ck_s	0,2	0,15
soldera	sOld°Ra	solder	VER	VER			ind:fut:3s;	s_O_l|d_°|R_a	s_o_l|d_e|r_a	0,07	0,15
solennité	solanite	solennité	NOM	NOM	f	s		s_o|l_a|n_i|t_e	s_o|l_e|nn_i|t_é	7,77	0,15
soluté	solyte	soluté	NOM	NOM	m	s		s_o|l_y|t_e	s_o|l_u|t_é	0,07	0,15
solvabilité	sOlvabilite	solvabilité	NOM	NOM	f	s		s_O_l|v_a|b_i|l_i|t_e	s_o_l|v_a|b_i|l_i|t_é	0,14	0,15
songeai	s§ZE	songer	VER	VER			ind:pas:1s;	s_§|Z_E	s_on|ge_ai	2,77	0,15
soudains	sud5	soudain	ADJ	ADJ	m	p		s_u|d_5_#	s_ou|d_ain_s	1,62	0,15
soudards	sudaR	soudard	NOM	NOM	m	p		s_u|d_a_R_#	s_ou|d_a_r_ds	1,15	0,15
soude	sud	souder	VER	NOM,VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	s_u_d_#	s_ou_d_e	0,27	0,15
soulagerez	sulaZ°Re	soulager	VER	VER			ind:fut:2p;	s_u|l_a|Z_°|R_e	s_ou|l_a|g_e|r_ez	0	0,15
soulagez	sulaZe	soulager	VER	VER			imp:pre:2p;ind:pre:2p;	s_u|l_a|Z_e	s_ou|l_a|g_ez	0	0,15
soupçonnons	supson§	soupçonner	VER	VER			ind:pre:1p;	s_u_p|s_o|n_§	s_ou_p|ç_o|nn_ons	0,27	0,15
spasmodique	spasmodik	spasmodique	ADJ	ADJ		s		s_p_a_s|m_o|d_i_k_#	s_p_a_s|m_o|d_i_qu_e	0,41	0,15
speakerine	spikRin	speaker	NOM	NOM	f	s		s_p_i|k_#_R_i_n_#	s_p_ea|k_e_r_i_n_e	0,34	0,15
spermes	spERm	sperme	NOM	NOM	m	p		s_p_E_R_m_#	s_p_e_r_m_es	0,14	0,15
spontanés	sp§tane	spontané	ADJ	ADJ	m	p		s_p_§|t_a|n_e_#	s_p_on|t_a|n_é_s	0,88	0,15
spécialisés	spesjalize	spécialisé	ADJ	VER,ADJ	m	p		s_p_e|s_j_a|l_i|z_e_#	s_p_é|c_i_a|l_i|s_é_s	2,36	0,15
spéculent	spekyl	spéculer	VER	VER			ind:pre:3p;	s_p_e|k_y_l_#	s_p_é|c_u_l_ent	0,14	0,15
stuc	styk	stuc	NOM	NOM	m	s		s_t_y_k	s_t_u_c	1,55	0,15
stupéfier	stypefje	stupéfier	VER	VER			inf;	s_t_y|p_e|f_j_e	s_t_u|p_é|f_i_er	0,2	0,15
subites	sybit	subit	ADJ	ADJ	f	p		s_y|b_i_t_#	s_u|b_i_t_es	1,28	0,15
subrepticement	sybREptis°m@	subrepticement	ADV	ADV				s_y|b_R_E_p|t_i|s_°|m_@	s_u|b_r_e_p|t_i|c_e|m_ent	2,64	0,15
suffoquais	syfokE	suffoquer	VER	VER			ind:imp:1s;	s_y|f_o|k_E	s_u|ff_o|qu_ais	0,47	0,15
suffoquée	syfoke	suffoquer	VER	VER	f	s	par:pas;	s_y|f_o|k_e_#	s_u|ff_o|qu_é_e	1,28	0,15
suggérées	sygZeRe	suggérer	VER	VER	f	p	par:pas;	s_y_g|Z_e|R_e_#	s_u_g|g_é|r_é_es	0,41	0,15
suicidées	s8iside	suicider	VER	VER,ADJ	f	p	par:pas;	s_8_i|s_i|d_e_#	s_u_i|c_i|d_é_es	0	0,15
superstars	sypERstaR	superstar	NOM	NOM	f	p		s_y|p_E_R|s_t_a_R_#	s_u|p_e_r|s_t_a_r_s	0,07	0,15
supprimerai	sypRim°RE	supprimer	VER	VER			ind:fut:1s;	s_y|p_R_i|m_°|R_E	s_u|pp_r_i|m_e|r_ai	0,07	0,15
surmenez	syRm°ne	surmener	VER	VER			imp:pre:2p;ind:pre:2p;	s_y_R|m_°|n_e	s_u_r|m_e|n_ez	0	0,15
surmenés	syRm°ne	surmener	VER	VER,ADJ	m	p	par:pas;	s_y_R|m_°|n_e_#	s_u_r|m_e|n_é_s	0,2	0,15
surréaliste	syRRealist	surréaliste	NOM	ADJ,NOM		s		s_y_R|R_e|a|l_i_s_t_#	s_u_r|r_é|a|l_i_s_t_e	0,27	0,15
survivante	syRviv@t	survivant	ADJ	ADJ,NOM	f	s		s_y_R|v_i|v_@_t_#	s_u_r|v_i|v_an_t_e	0,07	0,15
syndicaux	s5diko	syndical	ADJ	ADJ	m	p		s_5|d_i|k_o_#	s_yn|d_i|c_au_x	0,41	0,15
syndiqués	s5dike	syndiqué	ADJ	VER,ADJ,NOM	m	p		s_5|d_i|k_e_#	s_yn|d_i|qu_é_s	0,41	0,15
syphilitiques	sifilitik	syphilitique	ADJ	ADJ		p		s_i|f_i|l_i|t_i_k_#	s_y|ph_i|l_i|t_i_qu_es	0,2	0,15
sécateur	sekat9R	sécateur	NOM	NOM	m	s		s_e|k_a|t_9_R	s_é|c_a|t_eu_r	1,35	0,15
séchant	seS@	sécher	VER	VER			par:pre;	s_e|S_@	s_é|ch_ant	1,42	0,15
sécrété	sekRete	sécréter	VER	VER	m	s	par:pas;	s_e|k_R_e|t_e	s_é|c_r_é|t_é	0,41	0,15
sécurit	sekyRi	sécurit	NOM	NOM	m	s		s_e|k_y|R_i_#	s_é|c_u|r_i_t	0,14	0,15
sérieuses	seRj2z	sérieux	NOM	ADJ,NOM	f	p		s_e|R_j_2_z_#	s_é|r_i_eu_s_es	0,27	0,15
sérums	seROm	sérum	NOM	NOM	m	p		s_e|R_O_m_#	s_é|r_u_m_s	0,07	0,15
tabagie	tabaZi	tabagie	NOM	NOM	f	s		t_a|b_a|Z_i_#	t_a|b_a|g_i_e	0,27	0,15
tamponnez	t@pone	tamponner	VER	VER			imp:pre:2p;ind:pre:2p;	t_@|p_o|n_e	t_am|p_o|nn_ez	0,07	0,15
tamponnée	t@pone	tamponner	VER	VER	f	s	par:pas;	t_@|p_o|n_e_#	t_am|p_o|nn_é_e	0	0,15
tapas	tapas	tapa	NOM	NOM,VER	m	p		t_a|p_a_s	t_a|p_a_s	0	0,15
tardèrent	taRdER	tarder	VER	VER			ind:pas:3p;	t_a_R|d_E_R_#	t_a_r|d_è_r_ent	0,81	0,15
taulière	toljER	taulier	NOM	NOM	f	s		t_o|l_j_E_R_#	t_au|l_i_è_r_e	1,49	0,15
technicienne	tEknisjEn	technicien	NOM	ADJ,NOM	f	s		t_E_k|n_i|s_j_E_n_#	t_e_ch|n_i|c_i_e_nn_e	0,07	0,15
technologiquement	tEknoloZik°m@	technologiquement	ADV	ADV				t_E_k|n_o|l_o|Z_i|k_°|m_@	t_e_ch|n_o|l_o|g_i|qu_e|m_ent	0	0,15
terminerez	tERmin°Re	terminer	VER	VER			ind:fut:2p;	t_E_R|m_i|n_°|R_e	t_e_r|m_i|n_e|r_ez	0,14	0,15
ternisse	tERnis	ternir	VER	VER			sub:pre:3s;	t_E_R|n_i_s_#	t_e_r|n_i_ss_e	0,14	0,15
terrassier	tERasje	terrassier	NOM	NOM	m	s		t_E|R_a|s_j_e	t_e|rr_a|ss_i_er	1,15	0,15
territoriale	tERitoRjal	territorial	ADJ	ADJ	f	s		t_E|R_i|t_o|R_j_a_l_#	t_e|rr_i|t_o|r_i_a_l_e	1,22	0,15
textiles	tEkstil	textile	NOM	ADJ,NOM	m	p		t_E|ks_t_i_l_#	t_e|x_t_i_l_es	0,2	0,15
tiraillait	tiRajE	tirailler	VER	VER			ind:imp:3s;	t_i|R_a|j_E	t_i|r_a|ill_ait	0,68	0,15
titrées	titRe	titré	ADJ	ADJ	f	p		t_i|t_R_e_#	t_i|t_r_é_es	0,07	0,15
tolérerais	toleR°RE	tolérer	VER	VER			cnd:pre:1s;	t_o|l_e|R_°|R_E	t_o|l_é|r_e|r_ais	0,07	0,15
tombées	t§be	tombé	ADJ	VER,ADJ,NOM	f	p		t_§|b_e_#	t_om|b_é_es	1,35	0,15
tonnes	tOn	tonner	VER	NOM,VER			ind:pre:2s;sub:pre:2s;	t_O_n_#	t_o_nn_es	0	0,15
totems	totEm	totem	NOM	NOM	m	p		t_o|t_E_m_#	t_o|t_e_m_s	0,54	0,15
toupets	tupE	toupet	NOM	NOM	m	p		t_u|p_E_#	t_ou|p_e_ts	0,07	0,15
traduisait	tRad8izE	traduire	VER	VER			ind:imp:3s;	t_R_a|d_8_i|z_E	t_r_a|d_u_i|s_ait	4,86	0,15
tranchant	tR@S@	trancher	VER	ADJ,NOM,VER			par:pre;	t_R_@|S_@	t_r_an|ch_ant	1,15	0,15
trancheur	tR@S9R	trancheur	NOM	NOM	m	s		t_R_@|S_9_R	t_r_an|ch_eu_r	0	0,15
transats	tR@zat	transat	NOM	NOM		p		t_R_@|z_a_t_#	t_r_an|s_a_t_s	0,61	0,15
transcendante	tR@s@d@t	transcendant	ADJ	ADJ	f	s		t_R_@|s_@|d_@_t_#	t_r_an|sc_en|d_an_t_e	0,27	0,15
transformerait	tR@sfORm°RE	transformer	VER	VER			cnd:pre:3s;	t_R_@_s|f_O_R|m_°|R_E	t_r_an_s|f_o_r|m_e|r_ait	0,54	0,15
transpercez	tR@spERse	transpercer	VER	VER			imp:pre:2p;ind:pre:2p;	t_R_@_s|p_E_R|s_e	t_r_an_s|p_e_r|c_ez	0	0,15
transportés	tR@spORte	transporté	NOM	VER,NOM	m	p		t_R_@_s|p_O_R|t_e_#	t_r_an_s|p_o_r|t_é_s	0,2	0,15
trayeuses	tREj2z	trayeur	NOM	NOM	f	p		t_R_Ej|2_z_#	t_r_ay|eu_s_es	0,07	0,15
traçant	tRas@	tracer	VER	VER			par:pre;	t_R_a|s_@	t_r_a|ç_ant	2,3	0,15
traçantes	tRas@t	traçant	ADJ	ADJ	f	p		t_R_a|s_@_t_#	t_r_a|ç_an_t_es	0,2	0,15
tripotiez	tRipotje	tripoter	VER	VER			ind:imp:2p;	t_R_i|p_o|t_j_e	t_r_i|p_o|t_i_ez	0,07	0,15
troublera	tRubl°Ra	troubler	VER	VER			ind:fut:3s;	t_R_u|b_l_°|R_a	t_r_ou|b_l_e|r_a	0,14	0,15
trouillarde	tRujaRd	trouillard	NOM	ADJ,NOM	f	s		t_R_u|j_a_R_d_#	t_r_ou|ill_a_r_d_e	0	0,15
tubercules	tybERkyl	tubercule	NOM	NOM	m	p		t_y|b_E_R|k_y_l_#	t_u|b_e_r|c_u_l_es	0,27	0,15
